2017/6/12 23:25:45,18,0,35.46368486,139.4875749,,,,,
2017/6/12 23:25:46,18,0,35.4636243,139.4875044,,,,,
2017/6/12 23:25:47,18,0,35.46347859,139.4873361,,,,,
2017/6/12 23:25:48,18,0,35.46332515,139.4871517,,,,,
2017/6/12 23:25:49,18,0,35.46324674,139.487057,,,,,
2017/6/12 23:25:51,18,0,35.4629271,139.4866596,,,,,
2017/6/12 23:25:52,18,0,35.46282353,139.4865068,,,,,
2017/6/12 23:25:55,18,0,35.46266582,139.4862907,,,,,
2017/6/12 23:25:56,18,0,35.46243229,139.485958,,,,,
2017/6/12 23:25:57,18,0,35.46239641,139.4859104,,,,,
2017/6/12 23:25:58,18,0,35.46204557,139.4854059,,,,,
2017/6/12 23:25:59,18,0,35.4624367,139.4859655,,,,,
2017/6/12 23:26:00,18,0,35.46234684,139.4858371,,,,,
2017/6/12 23:26:01,18,0,35.46226984,139.4857272,,,,,
2017/6/12 23:26:02,18,0,35.46178681,139.4850116,,,,,
2017/6/12 23:26:03,18,0,35.46158078,139.4847459,,,,,
2017/6/12 23:26:06,18,0,35.46130716,139.4843596,,,,,
2017/6/12 23:26:07,18,0,35.46181363,139.4850814,,,,,
2017/6/12 23:26:08,18,0,35.4617246,139.4849663,,,,,
2017/6/12 23:26:09,18,0,35.46165026,139.484844,,,,,
2017/6/12 23:26:10,18,0,35.4609469,139.4838538,,,,,
2017/6/12 23:26:11,18,0,35.46086335,139.4837393,,,,,
2017/6/12 23:26:12,18,0,35.46078155,139.4836271,,,,,
2017/6/12 23:26:13,18,0,35.46121306,139.4842234,,,,,
2017/6/12 23:26:14,18,0,35.46113258,139.4841018,,,,,
2017/6/12 23:26:15,18,0,35.46106483,139.4839995,,,,,
2017/6/12 23:26:16,18,0,35.46072026,139.4835491,,,,,
2017/6/12 23:26:17,18,0,35.46061966,139.4834372,,,,,
2017/6/12 23:26:18,18,0,35.46053104,139.4833386,,,,,
2017/6/12 23:26:19,18,0,35.46067263,139.4834848,,,,,
2017/6/12 23:26:20,18,0,35.46058181,139.4833599,,,,,
2017/6/12 23:26:21,18,0,35.46051438,139.4832672,,,,,
2017/6/12 23:26:23,18,0,35.45980258,139.4822786,,,,,
2017/6/12 23:26:24,18,0,35.4597069,139.4821465,,,,,
2017/6/12 23:26:25,18,0,35.45960783,139.4820098,,,,,
2017/6/12 23:26:26,18,0,35.46018028,139.4828044,,,,,
2017/6/12 23:26:27,18,0,35.46007743,139.4826613,,,,,
2017/6/12 23:26:28,18,0,35.45999289,139.4825437,,,,,
2017/6/12 23:25:47,18,1,35.46365221,139.4875369,,,,,
2017/6/12 23:25:48,18,1,35.4635313,139.4873967,,,,,
2017/6/12 23:25:49,18,1,35.46345102,139.4873043,,,,,
2017/6/12 23:25:51,18,1,35.46308401,139.4868622,,,,,
2017/6/12 23:25:52,18,1,35.46292163,139.4866527,,,,,
2017/6/12 23:25:55,18,1,35.46274228,139.4863936,,,,,
2017/6/12 23:25:56,18,1,35.46265737,139.4862793,,,,,
2017/6/12 23:25:57,18,1,35.46248507,139.4860338,,,,,
2017/6/12 23:25:58,18,1,35.4623002,139.4857705,,,,,
2017/6/12 23:25:59,18,1,35.46251957,139.4860834,,,,,
2017/6/12 23:26:00,18,1,35.46242886,139.4859559,,,,,
2017/6/12 23:26:01,18,1,35.46235113,139.4858468,,,,,
2017/6/12 23:26:02,18,1,35.46209642,139.4854783,,,,,
2017/6/12 23:26:03,18,1,35.4613448,139.4844127,,,,,
2017/6/12 23:26:06,18,1,35.46166026,139.4848832,,,,,
2017/6/12 23:26:07,18,1,35.46186617,139.4851456,,,,,
2017/6/12 23:26:08,18,1,35.4617822,139.485025,,,,,
2017/6/12 23:26:09,18,1,35.46169185,139.484924,,,,,
2017/6/12 23:26:10,18,1,35.46121961,139.4842333,,,,,
2017/6/12 23:26:11,18,1,35.46114062,139.484114,,,,,
2017/6/12 23:26:12,18,1,35.46106329,139.4839972,,,,,
2017/6/12 23:26:13,18,1,35.46124966,139.4842796,,,,,
2017/6/12 23:26:14,18,1,35.4611648,139.4841626,,,,,
2017/6/12 23:26:15,18,1,35.46109336,139.4840641,,,,,
2017/6/12 23:26:16,18,1,35.46117985,139.4841732,,,,,
2017/6/12 23:26:17,18,1,35.46108933,139.4840491,,,,,
2017/6/12 23:26:18,18,1,35.46100959,139.4839398,,,,,
2017/6/12 23:26:19,18,1,35.46070215,139.483529,,,,,
2017/6/12 23:26:20,18,1,35.46060106,139.4834165,,,,,
2017/6/12 23:26:21,18,1,35.46052602,139.483333,,,,ä‚íÿÇŸÇ©,8] A LL B Åõ P - -
2017/6/12 23:26:23,18,1,35.45956356,139.4819487,,,,Grubwinkler ÇŸÇ©,9] A LL B Åõ P - -
2017/6/12 23:26:24,18,1,35.46014176,139.4827508,,,,Ito ÇŸÇ©,10] A LL B Åõ P - -
2017/6/12 23:26:25,18,1,35.46004312,139.4826136,,,,Zhang ÇŸÇ©,11] A LL B Åõ P - -
2017/6/12 23:26:26,18,1,35.46043668,139.4831588,,,,Felipe ÇŸÇ©,12] A LL B Åõ M - -
2017/6/12 23:26:27,18,1,35.46033332,139.4830162,,,,Fei ÇŸÇ©,14] A LL B Åõ H - -
2017/6/12 23:26:28,18,1,35.46024836,139.4828991,,,,Martinez ÇŸÇ©,13] A LL B Åõ H - -
2017/6/12 23:25:48,18,2,35.46370464,139.487598,,,,Yang ÇŸÇ©,15] A IL C Åõ P - -
2017/6/12 23:25:49,18,2,35.46362479,139.487505,,,,Styler ÇŸÇ©,16] B LL B Åõ P - -
2017/6/12 23:25:51,18,2,35.46324435,139.4870541,,,,Karbowski ÇŸÇ©,17] B LL D Åõ P - -
2017/6/12 23:25:52,18,2,35.46307836,139.4868554,,,,Kurtulus ÇŸÇ©,18] C LL C Åõ P - -
2017/6/12 23:25:55,18,2,35.46282614,139.4865104,,,,De Souza ÇŸÇ©,19] C LL C Åõ P - -
2017/6/12 23:25:56,18,2,35.46273392,139.486382,,,,ñÓñÏÇŸÇ©,20] A LL B Åõ P - B
2017/6/12 23:25:57,18,2,35.46271181,139.4863533,,,,Fouladgar ÇŸÇ©,21] D LL B Å@-Å@- - C
2017/6/12 23:25:58,18,2,35.46238178,139.4858898,,,,ECOLOG,
2017/6/12 23:25:59,18,2,35.46260671,139.4862084,,,,,
2017/6/12 23:26:00,18,2,35.46251712,139.4860798,,,,,
2017/6/12 23:26:01,18,2,35.46244035,139.4859696,,,,,
2017/6/12 23:26:02,18,2,35.46226563,139.4857212,,,,,
2017/6/12 23:26:03,18,2,35.46169977,139.4849343,,,,,
2017/6/12 23:26:06,18,2,35.46172153,139.4849379,,,,,
2017/6/12 23:26:07,18,2,35.46189444,139.4851803,,,,,
2017/6/12 23:26:08,18,2,35.46181478,139.4850554,,,,,
2017/6/12 23:26:09,18,2,35.46175132,139.4849806,,,,,
2017/6/12 23:26:10,18,2,35.46125657,139.4842892,,,,,
2017/6/12 23:26:11,18,2,35.46117328,139.4841743,,,,,
2017/6/12 23:26:12,18,2,35.46109173,139.4840619,,,,,
2017/6/12 23:26:13,18,2,35.46179914,139.4850541,,,,,
2017/6/12 23:26:14,18,2,35.4617154,139.4849359,,,,,
2017/6/12 23:26:15,18,2,35.46164491,139.4848364,,,,,
2017/6/12 23:26:16,18,2,35.46123436,139.4842555,,,,,
2017/6/12 23:26:17,18,2,35.46114878,139.4841263,,,,,
2017/6/12 23:26:18,18,2,35.46107338,139.4840124,,,,,
2017/6/12 23:26:19,18,2,35.46116356,139.4841509,,,,,
2017/6/12 23:26:20,18,2,35.4610726,139.4840262,,,,,
2017/6/12 23:26:21,18,2,35.46100507,139.4839336,,,,,
2017/6/12 23:26:23,18,2,35.45999905,139.4825523,,,,,
2017/6/12 23:26:24,18,2,35.46039797,139.4831054,,,,,
2017/6/12 23:26:25,18,2,35.46029884,139.4829687,,,,,
2017/6/12 23:26:26,18,2,35.46069278,139.4835125,,,,,
2017/6/12 23:26:27,18,2,35.46058925,139.4833702,,,,,
